,Unnamed: 0,comments,hate,microlabel,source,probability,pred
32,32,"600명의 광수를 찾읍시다. 광수야. 어디서 사니? 어디로 갔니? 광주에서 사니? 호남에서 사니? 남한에서 사니? 살았니? 죽었니? 광수야. 너가 나타나야. 이 나라가 평온해 진단다. 39년이 흘렀는데, 찾았는데. 죽었니? 살았니? 죽었다면, 유족은 어디에 사니? 600명 광수는. 5.18 유공자란다. 5.18에 왔다가 어디로 갔니. 남한에서 사니? 북한에서 사니? 600명의 광수는 어디로 갔을까?",1,지역,온라인 댓글,0.64191514,1.0
33,33,ㅋㅋㅋㅋ맞노 쌍도남들 재기해라,1,지역,온라인 댓글,0.47914806,0.0
34,34,홍어급 피해망상,1,지역,온라인 댓글,0.91345817,1.0
35,35,이게 강호의 도리다전라도 홍어들과 차이점임,1,지역,온라인 댓글,0.44424352,0.0
36,36,양비론 펼치지마라 6 25때 더 남쪽인데도 홍어만 빨갱이 한테 넘어간점 경부고속 산업화 다반대하다 나라가 자리 잡자 김치녀 처럼 숟가락 들이미는 점지금은 나라다 망해가는데 지들이익 때문에 문재인 지지하는점 호남향우회 카르텔로 선량한 2030일자리 뺏은점홍어는 박멸이 답이고 불매가 답이야,1,지역,온라인 댓글,0.9293167,1.0
37,37,아우 언제부터 쌍도까면 홍어가 됐냐? 밑에지방새끼들 하여간 개병신같다 그냥 홍어랑 쌍도랑 따로 나라차려서 꺼져라,1,지역,온라인 댓글,0.9306639,1.0
38,38,머구는 지하철 광고도 참,1,지역,온라인 댓글,0.096800074,0.0
39,39,"아 진짜 하프 쌍돈데.. 너네 이러는거 안 쪽팔리냐?? 우리 아빠는 차 충돌사고 났었는데 같은 쌍도라고 봐 줬다가 계속 후유증으로 고생한다.. 진짜 같은 고향이면 이해를 하는데 무작정 전라도라고, 경상도라고 너무 띄워주는거 아니냐? 경기도 사는 사람중에 김연아가 군포 출신이라고 경기도민 전체가 김연아 빨진 않어,, 군포시민이면 또 모를까.. 암튼 너네도 좀 자제해라 전라도랑 다를게 없음 하는 짓은",1,지역,온라인 댓글,0.6658976,1.0
40,40,사람패죽이고싶으면 라도에가면되는고만~~ 1년6개월이면 군대보다 짧네,1,지역,온라인 댓글,0.92719954,1.0
41,41,솔직히 지역감정 일으키고 열등감 느끼는건 대구경북이지.전라도애들은 인구 절반 빠진거 봐서서울시민이 30%이상일텐데전라도사람들 서울에서 자리잡을때 뭐했노?쿠데타 독재 지역주의에만 의존했지노력을 생각을 안해노? 어떻게 지역소득 꼴찌냐? 최저임금도 안주고?,1,지역,온라인 댓글,0.8273711,1.0
42,42,개쌍도? 끄덕끄덕,1,지역,온라인 댓글,0.8612408,1.0
43,43,친가 경기도 외가 멍청도인데 전라도라는 말뒤에 항상 개새끼들이 붙는다.그 절라도오~ 개쌕들~,1,지역,온라인 댓글,0.9295997,1.0
44,44,그래서 진주가 어디냐전라도냐 경상도냐진주 시발 ㅋㅋㅋㅋ 들어본적도 없다,1,지역,온라인 댓글,0.30607608,0.0
45,45,홍어 까발리는글은 ㅇㅂ,1,지역,온라인 댓글,0.934473,1.0
46,46,가끔이런글에 충청도가 더한다는 애들이있는데 저거 빗말은 아니다...충청도에서 23년 살았는데 80퍼는 진짜 착하고 20퍼는 악질이라 보면 된다...내가보기엔 이 20퍼들은 대부분 홍어나 하프홍어 일거다.. 착한 충청도인 등처먹으러온애들이 분명하다 홍어시키들ㅅㅂ,1,지역,온라인 댓글,0.92391455,1.0
47,47,ㅋㅋ. 전라도 아줌씨의 무식함 ㅋ,1,지역,온라인 댓글,0.9214247,1.0
48,48,일단 여기까지 확인된~30인 전라도 홍어새끼들 ㅋㅋ,1,지역,온라인 댓글,0.9179221,1.0
49,49,정모씨외 123명= 조또 할짓없는 라도쌍도 종자들.. 그러니까 씨발넘들아 표준어랑 거의 비슷한 감자국언어를 익히란말이야,1,지역,온라인 댓글,0.9286494,1.0
50,50,전라도새기들 이번사건 관심도없더라ㅋㅋ나보고 지랄한다 허위사실퍼오지마라고,1,지역,온라인 댓글,0.9329755,1.0
51,51,머구는 애초에 최저시급주지도않으면서 ㅋㅋ,1,지역,온라인 댓글,0.22965932,0.0
52,52,전라도새끼들은 전멸시키는게 답,1,지역,온라인 댓글,0.9262761,1.0
53,53,일베에서 라도부심소리까지 나오냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그게 아니지,1,지역,온라인 댓글,0.90294605,1.0
54,54,서울말써라 둘다 외국어잖아,1,지역,온라인 댓글,0.29818618,0.0
55,55,홍어를 싸그리 정리해야함,1,지역,온라인 댓글,0.106304035,0.0
56,56,"이유는 전라도vs다수 의 싸움에서 다수의 대장을 쌍도라판단 해서임. 상징성,정통성을 가진 쌍도를 우두머리라 인식 공격하는거임. 결국 쌍도가 무너지면 영향력 없는 타지역들은 저절로 복속된다는걸 본능적으로 알기 때문임. 이건 뭐 거의 정신병자 수준인데? ㅋㅋㅋㅋ",1,지역,온라인 댓글,0.79330516,1.0
57,57,ㅋㅋㅋ전라도글에 대구라고하면 피꺼솟하는게이들 반응좀해주지마라ㅋㅋㅋㅋ,1,지역,온라인 댓글,0.45973763,0.0
58,58,나련 아는 목포남도 입에서 바다비린내 나던데 후팔 아가리 꼬매고 싶었노,1,지역,온라인 댓글,0.90140903,1.0
59,59,홍어 씹쌔끼 몇마리 벌써 풀발기하고 가만히 있는 경상도 건드리네 ㅋㅋ,1,지역,온라인 댓글,0.92269117,1.0
60,60,설라디언 : 억양 전라도화 되어 전라도사람이 표준어만 쓰면 구별못함.,1,지역,온라인 댓글,0.9010569,1.0
61,61,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ제발 사투리쓰는새끼들 서울에오지마라 좆미개 ^오^ ....ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,지역,온라인 댓글,0.92743176,1.0
62,62,라도식 밥상머리 교육ㅇㅂ,1,지역,온라인 댓글,0.8696819,1.0
63,63,글쓴 새끼 홍어 대깨문,1,지역,온라인 댓글,0.9276727,1.0
64,64,탈홍어 애국보수 김관진장세동과 버금가는 탈홍어의 예,1,지역,온라인 댓글,0.900775,1.0
65,65,"정말 개쓰래기 더 쓰래기 가튼건 그짝 주민왈 ""젊은 사람들이 술마시고 그럴수도있쟈""아휴 내입이더러워진다",1,지역,온라인 댓글,0.9131324,1.0
66,66,8번 대중공간에서 시끄럽게 떠들고 통화큰소리로하기.....어라???.... 이거 개쌍도새끼들 특징 아님???ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,지역,온라인 댓글,0.92495024,1.0
67,67,전남에 양심가게가 3개뿌이고 ㅋㅋ,1,지역,온라인 댓글,0.15602463,0.0
68,68,전라도유전자 518% 섞임,1,지역,온라인 댓글,0.58693296,1.0
69,69,ㄹㅇ 씨바새끼들 특징이더라첨본 사람인데도 어 이새끼 말좀 통하네? 싶으면 홍어더라첨엔 상대방 듣기 좋은말만 해줌 ㅋㅋ거기에 속는거다그러다 친해지면 좆되는거다변사체됨,1,지역,온라인 댓글,0.9276807,1.0
70,70,저새끼 살인저지른것만 보면 그짝놈이라해도 이상할게 없어보임,1,지역,온라인 댓글,0.93177146,1.0
71,71,ㅁㅈㅎ홍어찌릉내 오질나구연~~~~~~~~~~~~~~~^^,1,지역,온라인 댓글,0.6944965,1.0
72,72,씨발 대구 동구는 ㄹㅇ 사람 살 곳이 못된다 전투기 소음때문에 사람 노이로제 걸림. 집값 싸도 사람들이 동구로 이사 안 오는 이유가 다 있음,1,지역,온라인 댓글,0.92003137,1.0
73,73,전라도는 준법정신이 없다고 보면된다아 물론 난 전라도 사람이다,1,지역,온라인 댓글,0.42663226,0.0
74,74,광주사태 희생자 <200명^^김대중정권 자살자 한해1만8천명^^,1,지역,온라인 댓글,0.40587437,0.0
75,75,ㅅㅂ 대구도 홍어 멀티구만 지들은 ㅈㄴ다른척 하고 있었네,1,지역,온라인 댓글,0.91879636,1.0
76,76,경남 답다...,1,지역,온라인 댓글,0.059923504,0.0
77,77,홍어끼리 모이는것도 똑같네,1,지역,온라인 댓글,0.70683247,1.0
78,78,쌍부심ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,지역,온라인 댓글,0.23486197,0.0
79,79,ㄹㅇ 동급인 촌놈새끼들끼리 싸우긴 왜 싸워,1,지역,온라인 댓글,0.9317883,1.0
80,80,성자썰 올리던 웜련인데 안터지는게 이상했노^^ 그동네는 노콘 안해주면 술값안낸다 내상^^이다 좆지랄나는 동네노 삿스가 쌍도남,1,지역,온라인 댓글,0.9325764,1.0
81,81,쌍도나 라도나 표준어 안 써서 ㅁㅈㅎ,1,지역,온라인 댓글,0.37871775,0.0
82,82,아내가 대전이 고향이라던 여수출신 고향세탁홍어에게뒤통수 쳐맞고인생망가진 빙신이다.,1,지역,온라인 댓글,0.9249856,1.0
83,83,?? 전라도 애들 인터넷 안하는거 같던데?지가 전라도라는 새끼들 아예 없잖아. 경상도랑 서울밖에 안보이는구만,1,지역,온라인 댓글,0.93028873,1.0
84,84,광주 자택서 검거,1,지역,온라인 댓글,0.3021159,0.0
85,85,역시 개쌍도라서 그런지 뇌가 온전하지 못한 새끼들이 많음,1,지역,온라인 댓글,0.91418666,1.0
86,86,일베가 졌다... 세월호 사망자 어묵이랑 광주 시체 사진 홍어제철로도 비빌수가 없다 어묵하고 시체홍어 까지만해도 일베가 1순위라고 생각했는데.. 행동하는 년들은 이길수가 없다 비빌라면 단원고 가서 어묵의 후예들은 운지하라고 시위하거나 해야된다..,1,지역,온라인 댓글,0.9281259,1.0
87,87,개쌍도 최고 아웃풋 ㅋㅋㅋㅋㅋ,1,지역,온라인 댓글,0.05559067,0.0
88,88,경상도 욕하는새끼들중에 서울새끼들은 자격없다 설라디언이 대부분에 박원순뽑은 멍청한 개좆병신새끼드림,1,지역,온라인 댓글,0.9310686,1.0
89,89,전라도사는 1퍼셎트는 정치얘기 속으로만 삭히고있겠네 ㅋㅋㅋㅋㅋㅋ,1,지역,온라인 댓글,0.4312619,0.0
90,90,광주 전남.. 열차타고 .. 김대중 가는날..,1,지역,온라인 댓글,0.24725498,0.0
91,91,"전라도 깽깽이녀"" 입만 열면 거짓말에 모함 전라도는 과학이다.",1,지역,온라인 댓글,0.92462,1.0
92,92,홍어도 거른다는거지,1,지역,온라인 댓글,0.4454866,0.0
93,93,경상도친구있는데 친해지기쉬움전라도친구있는데 아직까지통수안당함특수한케이스냐?,1,지역,온라인 댓글,0.31770495,0.0
94,94,"수도권인구 2500만중 약40%가 전라도출신 또는2.3세들 입니다.그기에 동화된 20~40대 젊은유권자들 때문에 나라및 市정이 엉망으로 돌아가도 아무도 모르고 있었다는게 개탄스럽습니다. 국방 외교 경제 최소20년 후퇴됬습니다. 국민분열 좌우분열 세대분열, 이젠 불신이 극에달하고 아무리 나쁜짓을 해도 내편은 감싸고 도는 정치행태...휴",1,지역,온라인 댓글,0.6808868,1.0
95,95,쌍도 새끼들 돌았네,1,지역,온라인 댓글,0.91470784,1.0
96,96,개쌍도도 조져야함 ㅋㅋ 홍어 개쌍도 둘다 땅크로 밀어버리자,1,지역,온라인 댓글,0.9249371,1.0
97,97,역시 의리와인물들이 많이나는 갓상도. 한국하면 갓상도아이겠盧?,1,지역,온라인 댓글,0.28233758,0.0
98,98,요즘 충청도도 북홍어라 불림,1,지역,온라인 댓글,0.54412407,1.0
99,99,일베가 쌍도를 까는 날이 오네 ㅋㅋㅋㅋ나 쌍도아닌데 이제 일베가 망할때가 왓다 ㄹㅇ유입존나많고 원래있던 멤버들 빠져나가고 고렙 숨어있는 통베충들도 슬슬 고개를 드네,1,지역,온라인 댓글,0.9306407,1.0
100,100,쌍도새끼들 오늘하루종일 쉐도우복싱잼,1,지역,온라인 댓글,0.92305505,1.0
101,101,홍어는 과학이랑께,1,지역,온라인 댓글,0.14211948,0.0
102,102,저열한 전라도 패거리들...저러니 전국 왕따 당하지..,1,지역,온라인 댓글,0.9306021,1.0
103,103,홍어스포머보소~~~,1,지역,온라인 댓글,0.07703765,0.0
104,104,쌍도 역적의 고장,1,지역,온라인 댓글,0.14824902,0.0
105,105,광주비엔날레에서 닥ㅈㅎ,1,지역,온라인 댓글,0.07806744,0.0
106,106,그냥 노예통구이새끼들이라서 그런거임,1,지역,온라인 댓글,0.93161047,1.0
107,107,역씨 개쌍도 똥푸산 견찰이 하면 제대로 하는게없음보지 진급이나 시킬줄 알지,1,지역,온라인 댓글,0.9298472,1.0
108,108,전라도 제대로 털면 ㄹㅇ 간첩들넘쳐날듯,1,지역,온라인 댓글,0.9327795,1.0
109,109,진짜 상상만 해도 극혐이다 ㅅㅂ전라도 씨발새끼들은 대체 염치라는게 없냐?,1,지역,온라인 댓글,0.9206735,1.0
110,110,전라발찌시급ㅅㅂ,1,지역,온라인 댓글,0.38747668,0.0
111,111,전라도 경상도새끼들 존나시끄럽다서울에살고 조상님도. 서울에사셨다미개한 경상전라 새끼들 짜져살어라 냄새난다,1,지역,온라인 댓글,0.9285875,1.0
112,112,통궈 새끼들 유입드립 지리네 그냥 홍통일체지 씨발 뭐만하면 홍어유입이라고 핑계오지네,1,지역,온라인 댓글,0.9321681,1.0
113,113,설라도 수준보소ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,지역,온라인 댓글,0.19295235,0.0
114,114,솔직히 설리 까는 애들은 어디 사이트를 불문하고 다 홍어 아니냐? 그 특유의 전형적인 시기심 투쟁 승리 뭐 그런거 말이다 빨갱이 버릇말이다,1,지역,온라인 댓글,0.93248105,1.0
115,115,고담시 대구 존나 시끄럽고 나대는새끼들 많은곳이 대구 아니노,1,지역,온라인 댓글,0.931253,1.0
116,116,명불허전 사스가 광주,1,지역,온라인 댓글,0.16093731,0.0
117,117,아버지가예전 유머1번지 매기 병장 닮았노암튼 홍어 혐오는 ㅇㅂ,1,지역,온라인 댓글,0.92902964,1.0
118,118,강원도 사람이니까 일베 아니네 휴~,1,지역,온라인 댓글,0.12678257,0.0
119,119,노잼떡밥이 시작됨으로써 통베가 개좆노잼이되고동접수는 급격히 떨어지고 짤게는병신글로 넘치며홍어들도 성공했다며 오유로돌아가고 통베는망하는데,1,지역,온라인 댓글,0.9264432,1.0
120,120,무슨 이유로 민주당이 호남을 차별한다고 생각하나요?? 메모들의 단점은 팩트가 없는 것입니다. 역시 메모,1,지역,온라인 댓글,0.145952,0.0
121,121,내로남불 정권이 내로남불 하는 게 무'슨' 문제 '라도'?,1,지역,온라인 댓글,0.56474876,1.0
122,122,전라도 검은색버전,1,지역,온라인 댓글,0.46362966,0.0
123,123,어딘지 모르게 서울외에는 다 미개해 보이네 ~,1,지역,온라인 댓글,0.1251542,0.0
124,124,호남향우회 사무실에 지발로 찾아가놓고 십자가 있다고 교회인 줄 알았나보네. 착각과 무지는 ㅁㅈㅎ 막줄 마인드 보니까 쌍도라도 남들 전라도 동급으로 보는 그런 경북 삼천 오지 출신인듯......,1,지역,온라인 댓글,0.9229489,1.0
125,125,서울 ㅂㅅ새끼들 지들이 서울토박인줄 착각하는데 거기에 절반넘게 설라도야 븅신아 서울시장만봐도 보수아니고 민주당인거보면 니 본적까면 설라도니깐 입닫아라,1,지역,온라인 댓글,0.9335918,1.0
126,126,전라도 홍어놈년들은 홍어 좋아하더라 냄새 오지는데 미개하긴,1,지역,온라인 댓글,0.9221702,1.0
127,127,ㄹㅇ 7시였으면 허브 가져갔겠지,1,지역,온라인 댓글,0.26520455,0.0
128,128,경상도것들 조심해라,1,지역,온라인 댓글,0.18679753,0.0
129,129,"일베와서 이거 하나만 배워도 인생 반이상 성공한거다""전라도를 피해라""",1,지역,온라인 댓글,0.40038395,0.0
130,130,전라도 병신새끼들 ㅉㅉㅉ 부모님한테 나도 물어보니까 절때 지들은 전라도 사람이라고 말 안한다더라 쪽팔려서 ㅋㅋㅋ,1,지역,온라인 댓글,0.92702913,1.0
131,131,홍어새끼들아.. 니들이 저사람들 보고 느끼는 감정을 그대로 우리가 느끼고 있다..,1,지역,온라인 댓글,0.9222362,1.0
132,132,"전라도 개새끼들이 저런거는 반대해도 성욕이 뇌를 잠식해서 변태 성행위업소, 창녀촌 , 안마방 같은 곳은 좆나 많다",1,지역,온라인 댓글,0.9293357,1.0
133,133,촌은 어지간해선 다 그래촌에 별장지으면 돈 꽤나 있는놈이구나 하고 벗겨먹을라함촌사람들 순진하고 착하고 그런거 절때없음,1,지역,온라인 댓글,0.8606949,1.0
134,134,광주는전략적으로경상도 사람을 대통령후보로 올렸다.이정도의 전라도 구애 전략도 못견디고욕할 정도면 ㅉㅉㅉ,1,지역,온라인 댓글,0.33941725,0.0
135,135,저런 놈이 설칠수 있는건 문재앙 때문이고..문재앙이 저짓 할수있는건 전라도 때문임...ㅇㄱㄹㅇ...,1,지역,온라인 댓글,0.9318141,1.0
136,136,으따 우덜식 손님응대랑께,1,지역,온라인 댓글,0.33947057,0.0
137,137,씨발 역대급이다 싶음 전라도새끼네 ㅋㅋ,1,지역,온라인 댓글,0.93182546,1.0
138,138,홍어쉐리들 .많아졌네,1,지역,온라인 댓글,0.90310663,1.0
139,139,포항? 전라 멀티 된지 오래임,1,지역,온라인 댓글,0.21956764,0.0
140,140,개쌍도 걸고 넘어지는 라도새끼들도 문제지만설라도 사는 좆도 아닌 부심 부리는 새끼들도 좆같다.박원숭새끼 뽑아놔서 맨날 좆같은 꼴보는게 하루이틀도 아니더라.,1,지역,온라인 댓글,0.9160702,1.0
141,141,이건 라도에만 극한 된게 아니라 조센 전체의 상황 아님? 최근 이슈가 되고 있는 사건들 중 버닝 썬 이라던가 정민이 실종사건 ㄱㅊ이 한게 뭐 있냐? 정민이 같은 경우는 시신 마져도 정민이 아버지께서 고용한 분이 찾은 거 잖아 개 빙시리 ㄱㅊ 것들은 꼬챙이 들고 한강주변 땅이나 잰 종일 쳐 질러 찍고 있더라,1,지역,온라인 댓글,0.90691674,1.0
142,142,멍청도 새끼들도 싫어서 ㅁㅈㅎ즌라도 다음으로 싫다,1,지역,온라인 댓글,0.92734534,1.0
143,143,대구 이사가고싶다. 홍어들이 그나마 없잖아. 나중에 꼭 이사간다,1,지역,온라인 댓글,0.38729063,0.0
144,144,대구 새기들평균 수준이다 ㅋㅋㅋㅋ,1,지역,온라인 댓글,0.6710183,1.0
145,145,과수나뭇집 사이시옷 존나 억지스럽네 걍 과수나무집으로 발음 하는 걸 굳이 센발음 만들어 홍어스럽게 해야겠냐,1,지역,온라인 댓글,0.93124163,1.0
146,146,민주화수 올라가는거 보소 ㅋㅋㅋㅋㅋㅋㅋㅋ 요즘 일베 호남향우회 다 됨 ㅋㅋㅋㅋ전라도 애미애비 뒤진 씹새끼들 특징 = 경상도만 지들 싫어하는줄 착각함. 현실은 전라도 빼고 전라도 다 싫어하는데 ㅋㅋㅋㅋ와 전라도 씹새끼들 공포영화가 따로 없네 ㄷㄷㄷ,1,지역,온라인 댓글,0.9279051,1.0
147,147,쌍도투어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아이고 머준이형,1,지역,온라인 댓글,0.3147909,0.0
148,148,딱 전라도 새끼ㅏ들이네,1,지역,온라인 댓글,0.9284389,1.0
149,149,쌍도새끼들은 회치는게 기본 패시브 스킬이노? 존나 부럽다이기,1,지역,온라인 댓글,0.9286939,1.0
150,150,전라도기떄문에 ^^,1,지역,온라인 댓글,0.4765884,0.0
151,151,마법의 단어 '전라도'는 어케 되노,1,지역,온라인 댓글,0.08629456,0.0
152,152,홍어도 안친 분향소 통수를 오늘 쌍도에서만 두번을보네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,지역,온라인 댓글,0.4037065,0.0
153,153,머구에서 젤 더러운게 영대 카르텔 이새끼들 완전 마피아 수준홍어들처럼 직장내에서도 지들끼리 뭉쳐다니며 파벌만듦,1,지역,온라인 댓글,0.9297956,1.0
154,154,쌍도와 라도 흐힛,1,지역,온라인 댓글,0.8923713,1.0
155,155,ㅋㅋㅋㅋ 전라도 씨발,1,지역,온라인 댓글,0.49373466,0.0
156,156,호남두여경두날강두전라두강간두애널두,1,지역,온라인 댓글,0.31688774,0.0
157,157,쌍도남 안 봐도 얼마나 빻았을지 상상이 가노,1,지역,온라인 댓글,0.47679484,0.0
158,158,그럼 전라도는 살기위해 더 필사적으로 이재명을 밀겠군일단 달래서 표받고 죽이자,1,지역,온라인 댓글,0.26312393,0.0
159,159,쌍도것들 풀발기 ㅋㅋ,1,지역,온라인 댓글,0.5148632,1.0
160,160,쌍도좆들 배터트려서 창자로 줄넘기 몇개할수 있는지 시키고 먼저 걸려 넘어진놈부터 총살하고 싶노ㅋㅋㅋ,1,지역,온라인 댓글,0.9313189,1.0
161,161,설라도가 이 글을 싫어합니다,1,지역,온라인 댓글,0.05058988,0.0
162,162,그 유명한 광주 조씨네 .............ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1,지역,온라인 댓글,0.17114629,0.0
163,163,전라도애들은 왜 저렇게 다 똑같이 생겼냐 ?? 김연아 + 허1지웅 느낌 나네,1,지역,온라인 댓글,0.39581946,0.0
164,164,좆라도 깽깽이들은 탱크가 답ㅋㅋㅋ 미개해서 사람 살 곳이 못 됨 바퀴벌레 소굴,1,지역,온라인 댓글,0.9323722,1.0
165,165,전라도에선 일상이지,1,지역,온라인 댓글,0.41306368,0.0
166,166,아마 이 댓글에..전라디언 김씨들.. 모두 등판 할것 같은디...,1,지역,온라인 댓글,0.054125063,0.0
167,167,개미쳤네 이정도면 전라도 독립 시켜 버려야하는거 아니냐? 이딴식으로 할꺼면,1,지역,온라인 댓글,0.8193723,1.0
168,168,서울에서 굶어죽어???ㅋ ㅋㅋㅋ생 또라이같은년이 지방가서 유유자적 일하고 살면되지 꼭 지방 그지 새끼들마냥 되도않는 서울에 츠 기어가서 서울부심 부리고 앉았노 ㅋㅋ 잘뒤짐 캭 퉷~,1,지역,온라인 댓글,0.92990243,1.0
169,169,전라도 광주 끄덕끄덕,1,지역,온라인 댓글,0.7198865,1.0
170,170,홍어들이 웃기는점 민주화세대가 거의5~6 십대가 되었는데 틀딱이라고하니 자기들마음에 안들면 틀딱이냐?,1,지역,온라인 댓글,0.8591471,1.0
171,171,전라도 십새끼들 이를 악물고 경상도 80퍼 얘기하네ㅋㅋ,1,지역,온라인 댓글,0.9313933,1.0
172,172,우덜은 자지가 홍어맹기로 펄펄 뛰는디 으쩍헌대요????,1,지역,온라인 댓글,0.89554065,1.0
173,173,홍어 경찰이였으면 구조대 올때까졍 쪼까 기다리쇼잉 여러분 진정들 하쇼잉 이짓 했을듯ㅋㅋ,1,지역,온라인 댓글,0.88007563,1.0
174,174,대한민국이 선진국이 되려면 살인강간하는 전라도랑 코로나 퍼뜨리는 대구는 국경설치해서 봉쇄해야됨ㄹㅇ나오려는놈은 경고사격없이 조준사격으로 죽여버리고,1,지역,온라인 댓글,0.9342528,1.0
